# Wavelength(nm)	Intensity(Rayleigh)	v'	v''	Substate	J'	J''
1171.6151	2.8825e+02	6	3	1	4.5	5.5
1149.0320	3.9379e+01	6	3	1	4.5	4.5
1131.2851	1.8828e+02	6	3	1	4.5	3.5
1177.0827	6.3046e+01	6	3	2	4.5	5.5
1151.1737	1.6915e+00	6	3	2	4.5	4.5
1130.6335	4.1426e+01	6	3	2	4.5	3.5
1178.8029	1.2271e+02	6	3	1	5.5	6.5
1151.7759	1.0849e+01	6	3	1	5.5	5.5
1129.9440	8.0991e+01	6	3	1	5.5	4.5
1185.1443	2.2965e+01	6	3	2	5.5	6.5
1154.4899	4.7235e-01	6	3	2	5.5	5.5
1129.5554	1.4966e+01	6	3	2	5.5	4.5
1186.6503	4.1529e+01	6	3	1	6.5	7.5
1155.0786	2.5457e+00	6	3	1	6.5	6.5
1129.1166	2.7163e+01	6	3	1	6.5	5.5
1193.8401	6.6300e+00	6	3	2	6.5	7.5
1158.3872	1.0889e-01	6	3	2	6.5	6.5
1129.0842	4.2403e+00	6	3	2	6.5	5.5
1195.1708	1.1293e+01	6	3	1	7.5	8.5
1158.9529	5.0330e-01	6	3	1	7.5	7.5
1128.8192	7.2436e+00	6	3	1	7.5	6.5
1203.1933	1.5326e+00	6	3	2	7.5	8.5
1162.8725	2.0712e-02	6	3	2	7.5	7.5
1129.2091	9.5544e-01	6	3	2	7.5	6.5
1204.3805	2.4848e+00	6	3	1	8.5	9.5
1163.4115	8.3861e-02	6	3	1	8.5	8.5
1129.0653	1.5528e+00	6	3	1	8.5	7.5
1213.2291	2.8584e-01	6	3	2	8.5	9.5
1167.9561	3.2456e-03	6	3	2	8.5	8.5
1129.9252	1.7295e-01	6	3	2	8.5	7.5
1214.2985	4.4465e-01	6	3	1	9.5	10.5
1168.4680	1.1714e-02	6	3	1	9.5	9.5
1129.8667	2.6963e-01	6	3	1	9.5	8.5
1223.9750	4.3289e-02	6	3	2	9.5	10.5
1173.6514	4.1985e-04	6	3	2	9.5	9.5
1131.2324	2.5341e-02	6	3	2	9.5	8.5
1224.9467	6.5065e-02	6	3	1	10.5	11.5
1174.1371	1.3717e-03	6	3	1	10.5	10.5
1131.2345	3.8144e-02	6	3	1	10.5	9.5
1235.4603	5.3566e-03	6	3	2	10.5	11.5
1179.9743	4.4872e-05	6	3	2	10.5	10.5
1133.1346	3.0253e-03	6	3	2	10.5	9.5
1236.3506	7.8175e-03	6	3	1	11.5	12.5
1180.4356	1.3501e-04	6	3	1	11.5	11.5
1133.1803	4.4207e-03	6	3	1	11.5	10.5
1247.7170	5.4441e-04	6	3	2	11.5	12.5
1186.9432	3.9781e-06	6	3	2	11.5	11.5
1135.6390	2.9599e-04	6	3	2	11.5	10.5
1248.5389	7.7476e-04	6	3	1	12.5	13.5
1187.3821	1.1148e-05	6	3	1	12.5	12.5
1135.7162	4.2161e-04	6	3	1	12.5	11.5
1260.7802	4.5682e-05	6	3	2	12.5	13.5
1194.5792	2.9620e-07	6	3	2	12.5	12.5
1138.7558	2.3865e-05	6	3	2	12.5	11.5
1261.5442	6.3602e-05	6	3	1	13.5	14.5
1194.9978	7.6974e-07	6	3	1	13.5	13.5
1138.8559	3.3252e-05	6	3	1	13.5	12.5
1274.6883	3.1809e-06	6	3	2	13.5	14.5
1202.9060	1.8287e-08	6	3	2	13.5	13.5
1142.4976	1.5941e-06	6	3	2	13.5	12.5
1275.4030	4.3455e-06	6	3	1	14.5	15.5
1203.3063	4.5157e-08	6	3	1	14.5	14.5
1142.6144	2.1786e-06	6	3	1	14.5	13.5
1289.4837	1.8475e-07	6	3	2	14.5	15.5
1211.9505	9.5623e-10	6	3	2	14.5	14.5
1146.8800	8.8662e-08	6	3	2	14.5	13.5
1212.3342	2.2374e-09	6	3	1	15.5	15.5
1147.0090	1.1915e-07	6	3	1	15.5	14.5
1221.7424	4.2156e-11	6	3	2	15.5	15.5
1151.9208	4.1279e-09	6	3	2	15.5	14.5
1219.6385	2.2575e+02	7	4	2	0.5	1.5
1212.0387	1.1209e+02	7	4	2	0.5	0.5
1222.9294	7.2020e+02	7	4	1	1.5	2.5
1212.2641	1.0009e+03	7	4	1	1.5	1.5
1225.7729	3.0199e+02	7	4	2	1.5	2.5
1213.1067	3.5520e+01	7	4	2	1.5	1.5
1205.5878	1.5463e+02	7	4	2	1.5	0.5
1228.6989	8.3106e+02	7	4	1	2.5	3.5
1213.5922	3.9303e+02	7	4	1	2.5	2.5
1203.0885	4.2018e+02	7	4	1	2.5	1.5
1232.5913	2.6001e+02	7	4	2	2.5	3.5
1214.8675	1.5119e+01	7	4	2	2.5	2.5
1202.4246	1.6094e+02	7	4	2	2.5	1.5
1235.1597	6.2557e+02	7	4	1	3.5	4.5
1215.4935	1.4720e+02	7	4	1	3.5	3.5
1200.7079	3.8864e+02	7	4	1	3.5	2.5
1240.0878	1.6515e+02	7	4	2	3.5	4.5
1217.3041	6.0826e+00	7	4	2	3.5	3.5
1200.0141	1.0803e+02	7	4	2	3.5	2.5
1242.3347	3.5566e+02	7	4	1	4.5	5.5
1217.9923	4.9176e+01	7	4	1	4.5	4.5
1198.8647	2.3381e+02	7	4	1	4.5	3.5
1248.2707	8.0997e+01	7	4	2	4.5	5.5
1220.4051	2.1310e+00	7	4	2	4.5	4.5
1198.3324	5.3655e+01	7	4	2	4.5	3.5
1250.2417	1.5941e+02	7	4	1	5.5	6.5
1221.1090	1.4292e+01	7	4	1	5.5	5.5
1197.5834	1.0604e+02	7	4	1	5.5	4.5
1257.1579	3.1380e+01	7	4	2	5.5	6.5
1224.1672	6.3265e-01	7	4	2	5.5	5.5
1197.3557	2.0645e+01	7	4	2	5.5	4.5
1258.8979	5.7393e+01	7	4	1	6.5	7.5
1224.8614	3.5667e+00	7	4	1	6.5	6.5
1196.8863	3.7885e+01	7	4	1	6.5	5.5
1266.7734	9.7399e+00	7	4	2	6.5	7.5
1228.5940	1.5705e-01	7	4	2	6.5	6.5
1197.0666	6.2964e+00	7	4	2	6.5	5.5
1268.3220	1.6775e+01	7	4	1	7.5	8.5
1229.2658	7.5903e-01	7	4	1	7.5	7.5
1196.7921	1.0873e+01	7	4	1	7.5	6.5
1277.1452	2.4461e+00	7	4	2	7.5	8.5
1233.6951	3.2416e-02	7	4	2	7.5	7.5
1197.4550	1.5436e+00	7	4	2	7.5	6.5
1278.5354	4.0083e+00	7	4	1	8.5	9.5
1234.3390	1.3731e-01	7	4	1	8.5	8.5
1197.3172	2.5345e+00	7	4	1	8.5	7.5
1288.3043	5.0094e-01	7	4	2	8.5	9.5
1239.4841	5.5764e-03	7	4	2	8.5	8.5
1198.5177	3.0717e-01	7	4	2	8.5	7.5
1289.5634	7.9032e-01	7	4	1	9.5	10.5
1240.0987	2.1112e-02	7	4	1	9.5	9.5
1198.4764	4.8625e-01	7	4	1	9.5	8.5
1300.2851	8.4516e-02	7	4	2	9.5	10.5
1245.9789	8.0620e-04	7	4	2	9.5	9.5
1200.2569	5.0290e-02	7	4	2	9.5	8.5
1301.4351	1.2828e-01	7	4	1	10.5	11.5
1246.5647	2.7434e-03	7	4	1	10.5	10.5
1200.2844	7.6425e-02	7	4	1	10.5	9.5
1313.1251	1.1729e-02	7	4	2	10.5	11.5
1253.2006	9.6527e-05	7	4	2	10.5	10.5
1202.6797	6.7430e-03	7	4	2	10.5	9.5
1314.1837	1.7276e-02	7	4	1	11.5	12.5
1253.7593	3.0166e-04	7	4	1	11.5	11.5
1202.7567	9.9425e-03	7	4	1	11.5	10.5
1326.8657	1.3508e-03	7	4	2	11.5	12.5
1261.1740	9.7310e-06	7	4	2	11.5	11.5
1205.7973	7.4870e-04	7	4	2	11.5	10.5
1327.8474	1.9394e-03	7	4	1	12.5	13.5
1261.7077	2.8191e-05	7	4	1	12.5	12.5
1205.9101	1.0756e-03	7	4	1	12.5	11.5
1341.5529	1.2981e-04	7	4	2	12.5	13.5
1269.9275	8.2641e-07	7	4	2	12.5	12.5
1209.6246	6.9223e-05	7	4	2	12.5	11.5
1342.4694	1.8226e-04	7	4	1	13.5	14.5
1270.4385	2.2376e-06	7	4	1	13.5	13.5
1209.7636	9.7247e-05	7	4	1	13.5	12.5
1357.2374	1.0462e-05	7	4	2	13.5	14.5
1279.4935	5.9325e-08	7	4	2	13.5	13.5
1214.1803	5.3575e-06	7	4	2	13.5	12.5
1358.0986	1.4406e-05	7	4	1	14.5	15.5
1279.9839	1.5111e-07	7	4	1	14.5	14.5
1214.3384	7.3793e-06	7	4	1	14.5	13.5
1373.9762	7.1070e-07	7	4	2	14.5	15.5
1289.9086	3.6343e-09	7	4	2	14.5	14.5
1219.4866	3.4886e-07	7	4	2	14.5	13.5
1290.3805	8.7323e-09	7	4	1	15.5	15.5
1219.6588	4.7232e-07	7	4	1	15.5	14.5
1301.2140	1.8851e-10	7	4	2	15.5	15.5
1225.5695	1.9214e-08	7	4	2	15.5	14.5
1298.5646	2.3967e+02	8	5	2	0.5	1.5
1290.3532	1.1888e+02	8	5	2	0.5	0.5
1302.1635	7.6466e+02	8	5	1	1.5	2.5
1290.5711	1.0664e+03	8	5	1	1.5	1.5
1305.2740	3.2622e+02	8	5	2	1.5	2.5
1291.5799	3.8114e+01	8	5	2	1.5	1.5
1283.4564	1.6741e+02	8	5	2	1.5	0.5
1308.5264	9.0260e+02	8	5	1	2.5	3.5
1292.1132	4.2956e+02	8	5	1	2.5	2.5
1280.6983	4.5726e+02	8	5	1	2.5	1.5
1312.7822	2.8918e+02	8	5	2	2.5	3.5
1293.6059	1.6595e+01	8	5	2	2.5	2.5
1280.1543	1.7956e+02	8	5	2	2.5	1.5
1315.6793	7.0190e+02	8	5	1	3.5	4.5
1294.3176	1.6662e+02	8	5	1	3.5	3.5
1278.2567	4.3716e+02	8	5	1	3.5	2.5
1321.0847	1.9132e+02	8	5	2	3.5	4.5
1296.4145	6.9152e+00	8	5	2	3.5	3.5
1277.7099	1.2564e+02	8	5	2	3.5	2.5
1323.6516	4.1642e+02	8	5	1	4.5	5.5
1297.2127	5.8198e+01	8	5	1	4.5	4.5
1276.4418	2.7463e+02	8	5	1	4.5	3.5
1330.1917	9.8847e+01	8	5	2	4.5	5.5
1299.9953	2.5464e+00	8	5	2	4.5	4.5
1276.0993	6.5774e+01	8	5	2	4.5	3.5
1332.4683	1.9679e+02	8	5	1	5.5	6.5
1300.8234	1.7855e+01	8	5	1	5.5	5.5
1275.2798	1.3140e+02	8	5	1	5.5	4.5
1340.1247	4.0793e+01	8	5	2	5.5	6.5
1304.3467	8.0351e-01	8	5	2	5.5	5.5
1275.2995	2.6970e+01	8	5	2	5.5	4.5
1342.1536	7.5492e+01	8	5	1	6.5	7.5
1305.1724	4.7502e+00	8	5	1	6.5	6.5
1274.7959	5.0041e+01	8	5	1	6.5	5.5
1350.9129	1.3636e+01	8	5	2	6.5	7.5
1309.4753	2.1458e-01	8	5	2	6.5	6.5
1275.2943	8.8605e+00	8	5	2	6.5	5.5
1352.7336	2.3759e+01	8	5	1	7.5	8.5
1310.2813	1.0882e+00	8	5	1	7.5	7.5
1275.0125	1.5469e+01	8	5	1	7.5	6.5
1362.5916	3.7282e+00	8	5	2	7.5	8.5
1315.3945	4.8252e-02	8	5	2	7.5	7.5
1276.0755	2.3651e+00	8	5	2	7.5	6.5
1364.2381	6.1789e+00	8	5	1	8.5	9.5
1316.1728	2.1412e-01	8	5	1	8.5	8.5
1275.9502	3.9253e+00	8	5	1	8.5	7.5
1375.2007	8.4024e-01	8	5	2	8.5	9.5
1322.1239	9.1313e-03	8	5	2	8.5	8.5
1277.6428	5.1791e-01	8	5	2	8.5	7.5
1376.7017	1.3344e+00	8	5	1	9.5	10.5
1322.8714	3.6029e-02	8	5	1	9.5	9.5
1277.6285	8.2349e-01	8	5	1	9.5	8.5
1388.7849	1.5702e-01	8	5	2	9.5	10.5
1329.6879	1.4587e-03	8	5	2	9.5	9.5
1280.0026	9.3714e-02	8	5	2	9.5	8.5
1390.1641	2.4081e-01	8	5	1	10.5	11.5
1330.4046	5.1990e-03	8	5	1	10.5	10.5
1280.0678	1.4383e-01	8	5	1	10.5	9.5
1403.3942	2.4503e-02	8	5	2	10.5	11.5
1338.1163	1.9668e-04	8	5	2	10.5	10.5
1283.1675	1.4117e-02	8	5	2	10.5	9.5
1404.6709	3.6456e-02	8	5	1	11.5	12.5
1338.8034	6.4173e-04	8	5	1	11.5	11.5
1283.2899	2.1012e-02	8	5	1	11.5	10.5
1419.0843	3.2084e-03	8	5	2	11.5	12.5
1347.4436	2.2539e-05	8	5	2	11.5	11.5
1287.1551	1.7796e-03	8	5	2	11.5	10.5
1420.2746	4.6502e-03	8	5	1	12.5	13.5
1348.1033	6.7966e-05	8	5	1	12.5	12.5
1287.3193	2.5798e-03	8	5	1	12.5	11.5
1435.9176	3.5437e-04	8	5	2	12.5	13.5
1357.7101	2.1968e-06	8	5	2	12.5	12.5
1291.9887	1.8878e-04	8	5	2	12.5	11.5
1437.0348	5.0209e-04	8	5	1	13.5	14.5
1358.3446	6.1895e-06	8	5	1	13.5	13.5
1292.1834	2.6747e-04	8	5	1	13.5	12.5
1453.9645	3.3191e-05	8	5	2	13.5	14.5
1368.9616	1.8316e-07	8	5	2	13.5	13.5
1297.6965	1.6941e-05	8	5	2	13.5	12.5
1455.0195	4.6102e-05	8	5	1	14.5	15.5
1369.5734	4.8556e-07	8	5	1	14.5	14.5
1297.9138	2.3526e-05	8	5	1	14.5	13.5
1473.3040	2.6501e-06	8	5	2	14.5	15.5
1381.2505	1.3127e-08	8	5	2	14.5	14.5
1304.3122	1.2927e-06	8	5	2	14.5	13.5
1381.8420	3.2861e-08	8	5	1	15.5	15.5
1304.5462	1.7638e-06	8	5	1	15.5	14.5
1394.6368	8.0700e-10	8	5	2	15.5	15.5
1311.8752	8.4320e-08	8	5	2	15.5	14.5
1391.1548	2.3774e+02	9	6	2	0.5	1.5
1382.1960	1.1763e+02	9	6	2	0.5	0.5
1395.1010	7.5794e+02	9	6	1	1.5	2.5
1382.3760	1.0586e+03	9	6	1	1.5	1.5
1398.5895	3.2965e+02	9	6	2	1.5	2.5
1383.6390	3.8168e+01	9	6	2	1.5	1.5
1374.7764	1.6890e+02	9	6	2	1.5	0.5
1402.2226	9.1662e+02	9	6	1	2.5	3.5
1384.2114	4.3779e+02	9	6	1	2.5	2.5
1371.6834	4.6290e+02	9	6	1	2.5	1.5
1406.9796	3.0132e+02	9	6	2	2.5	3.5
1386.0267	1.7007e+01	9	6	2	2.5	2.5
1371.3421	1.8660e+02	9	6	2	2.5	1.5
1410.2697	7.3766e+02	9	6	1	3.5	4.5
1386.8320	1.7606e+02	9	6	1	3.5	3.5
1369.2115	4.5748e+02	9	6	1	3.5	2.5
1416.3235	2.0802e+02	9	6	2	3.5	4.5
1389.3437	7.3481e+00	9	6	2	3.5	3.5
1368.9089	1.3606e+02	9	6	2	3.5	2.5
1419.2812	4.5764e+02	9	6	1	4.5	5.5
1390.2719	6.4394e+01	9	6	1	4.5	4.5
1367.4888	3.0012e+02	9	6	1	4.5	3.5
1426.6356	1.1347e+02	9	6	2	4.5	5.5
1393.5819	2.8433e+00	9	6	2	4.5	4.5
1367.4536	7.5083e+01	9	6	2	4.5	3.5
1429.2924	2.2857e+02	9	6	1	5.5	6.5
1394.5628	2.0885e+01	9	6	1	5.5	5.5
1366.5452	1.5153e+02	9	6	1	5.5	4.5
1437.9438	5.0009e+01	9	6	2	5.5	6.5
1398.7431	9.5522e-01	9	6	2	5.5	5.5
1366.9549	3.2816e+01	9	6	2	5.5	4.5
1440.3381	9.3677e+01	9	6	1	6.5	7.5
1399.7350	5.9349e+00	9	6	1	6.5	6.5
1366.4103	6.1540e+01	9	6	1	6.5	5.5
1450.2863	1.8055e+01	9	6	2	6.5	7.5
1404.8389	2.7460e-01	9	6	2	6.5	6.5
1367.3989	1.1619e+01	9	6	2	6.5	5.5
1452.4565	3.1843e+01	9	6	1	7.5	8.5
1405.8186	1.4680e+00	9	6	1	7.5	7.5
1367.1122	2.0504e+01	9	6	1	7.5	6.5
1463.7094	5.3923e+00	9	6	2	7.5	8.5
1411.8898	6.7388e-02	9	6	2	7.5	7.5
1368.7812	3.3793e+00	9	6	2	7.5	6.5
1465.6902	9.0437e+00	9	6	1	8.5	9.5
1412.8454	3.1488e-01	9	6	1	8.5	8.5
1368.6779	5.6683e+00	9	6	1	8.5	7.5
1478.2668	1.3425e+00	9	6	2	8.5	9.5
1419.9241	1.4068e-02	9	6	2	8.5	8.5
1371.1066	8.1513e-01	9	6	2	8.5	7.5
1480.0885	2.1537e+00	9	6	1	9.5	10.5
1420.8506	5.8319e-02	9	6	1	9.5	9.5
1371.1348	1.3065e+00	9	6	1	9.5	8.5
1494.0194	2.8006e-01	9	6	2	9.5	10.5
1428.9770	2.5037e-03	9	6	2	9.5	9.5
1374.3882	1.6393e-01	9	6	2	9.5	8.5
1495.7078	4.3434e-01	9	6	1	10.5	11.5
1429.8734	9.3770e-03	9	6	1	10.5	10.5
1374.5116	2.5412e-01	9	6	1	10.5	9.5
1511.0359	4.9411e-02	9	6	2	10.5	11.5
1439.0911	3.8197e-04	9	6	2	10.5	10.5
1378.6467	2.7805e-02	9	6	2	10.5	9.5
1512.6127	7.4305e-02	9	6	1	11.5	12.5
1439.9584	1.3060e-03	9	6	1	11.5	11.5
1378.8399	4.1785e-02	9	6	1	11.5	10.5
1529.3936	7.3976e-03	9	6	2	11.5	12.5
1450.3158	4.9863e-05	9	6	2	11.5	11.5
1383.9099	3.9890e-03	9	6	2	11.5	10.5
1530.8772	1.0832e-02	9	6	1	12.5	13.5
1451.1563	1.5767e-04	9	6	1	12.5	12.5
1384.1551	5.8362e-03	9	6	1	12.5	11.5
1549.1797	9.4486e-04	9	6	2	12.5	13.5
1462.7082	5.6186e-06	9	6	2	12.5	12.5
1390.2126	4.8668e-04	9	6	2	12.5	11.5
1550.5857	1.3520e-03	9	6	1	13.5	14.5
1463.5249	1.6549e-05	9	6	1	13.5	13.5
1390.4971	6.9561e-04	9	6	1	13.5	12.5
1570.4925	1.0352e-04	9	6	2	13.5	14.5
1476.3337	5.4579e-07	9	6	2	13.5	13.5
1397.5965	5.0757e-05	9	6	2	13.5	12.5
1571.8344	1.4516e-04	9	6	1	14.5	15.5
1477.1299	1.5116e-06	9	6	1	14.5	14.5
1397.9116	7.1082e-05	9	6	1	14.5	13.5
1593.4436	9.7809e-06	9	6	2	14.5	15.5
