006.686  000.125  004.021  006.830  000.050  003.988
006.790  000.106  003.968  006.932  000.045  003.930
006.898  000.092  003.914  007.041  000.042  003.874
007.012  000.080  003.861  007.160  000.038  003.822
007.135  000.071  003.811  007.291  000.036  003.775


000.000  000.000  000.000  000.031  000.016  000.000
000.020  000.027  000.000  000.028  000.003  000.014
000.023  000.011  000.012  000.027  000.002  000.017
000.025  000.006  000.015  000.026  000.001  000.017
000.025  000.003  000.016  000.026  000.001  000.017
000.025  000.002  000.016  000.025  000.001  000.016
000.024  000.001  000.015  000.024  000.000  000.015
000.023  000.001  000.014  000.023  000.000  000.013
000.022  000.001  000.013  000.022  000.000  000.012
000.022  000.001  000.012  000.020  000.000  000.010
000.020  000.000  000.010  000.018  000.000  000.009
000.018  000.000  000.008  000.016  000.000  000.007
000.016  000.000  000.007  000.014  000.000  000.005
000.014  000.000  000.005  000.012  000.000  000.003
000.012  000.000  000.003  000.010  000.000  000.002
000.010  000.000  000.002  000.008  000.000  000.001


000.000  000.000  000.000  000.036  000.017  000.000
000.023  000.030  000.000  000.034  000.004  000.015
000.028  000.012  000.012  000.034  000.002  000.017
000.031  000.006  000.015  000.034  000.001  000.017
000.032  000.004  000.016  000.035  000.001  000.016
000.033  000.003  000.015  000.035  000.001  000.015
000.034  000.002  000.015  000.035  000.000  000.014
000.035  000.001  000.013  000.036  000.000  000.013
000.035  000.001  000.012  000.036  000.000  000.011
000.036  000.001  000.011  000.036  000.000  000.010
000.036  000.001  000.010  000.036  000.000  000.009
000.036  000.000  000.008  000.037  000.000  000.007
000.036  000.000  000.007  000.037  000.000  000.006
000.036  000.000  000.006  000.037  000.000  000.005
000.037  000.000  000.005  000.037  000.000  000.004
000.037  000.000  000.004  000.037  000.000  000.003


000.000  000.000  000.000  000.120  000.058  000.000
000.076  000.101  000.000  000.113  000.013  000.052
000.094  000.041  000.042  000.113  000.006  000.060
000.103  000.022  000.053  000.114  000.004  000.061
000.108  000.013  000.057  000.117  000.003  000.060
000.113  000.009  000.057  000.120  000.002  000.058
000.117  000.006  000.056  000.123  000.002  000.055
000.121  000.005  000.054  000.126  000.002  000.053
000.125  000.004  000.052  000.130  000.001  000.050
000.129  000.003  000.050  000.134  000.001  000.048
000.133  000.002  000.048  000.138  000.001  000.046
000.137  000.002  000.045  000.141  000.001  000.043
000.140  000.002  000.043  000.145  000.001  000.041
000.144  000.002  000.040  000.148  000.001  000.038
000.148  000.001  000.038  000.151  000.001  000.036
000.151  000.001  000.036  000.155  000.001  000.034


000.000  000.000  000.000  000.387  000.188  000.000
000.243  000.329  000.000  000.360  000.041  000.174
000.298  000.135  000.140  000.354  000.020  000.201
000.321  000.072  000.180  000.355  000.012  000.207
000.335  000.044  000.194  000.359  000.009  000.206
000.346  000.029  000.197  000.364  000.007  000.201
000.355  000.021  000.195  000.369  000.006  000.195
000.363  000.015  000.190  000.375  000.005  000.187
000.370  000.012  000.184  000.380  000.004  000.179
000.367  000.009  000.171  000.376  000.003  000.164
000.372  000.007  000.162  000.379  000.003  000.155
000.377  000.006  000.154  000.382  000.003  000.146
000.380  000.005  000.144  000.384  000.002  000.136
000.382  000.004  000.135  000.385  000.002  000.126
000.384  000.004  000.125  000.386  000.002  000.116
000.384  000.003  000.116  000.385  000.002  000.107


000.000  000.000  000.000  000.800  000.391  000.000
000.501  000.685  000.000  000.741  000.084  000.365
000.610  000.282  000.292  000.724  000.040  000.422
000.654  000.150  000.378  000.721  000.025  000.434
000.679  000.091  000.406  000.724  000.018  000.431
000.696  000.060  000.412  000.729  000.014  000.421
000.709  000.043  000.408  000.734  000.011  000.407
000.720  000.031  000.397  000.739  000.009  000.390
000.728  000.024  000.383  000.742  000.008  000.372
000.742  000.019  000.370  000.756  000.007  000.359
000.749  000.015  000.354  000.761  000.006  000.341
000.755  000.013  000.337  000.764  000.005  000.322
000.759  000.011  000.319  000.766  000.005  000.304
000.761  000.009  000.301  000.766  000.004  000.285
000.762  000.008  000.283  000.765  000.004  000.267
000.762  000.007  000.265  000.763  000.003  000.249
